id	successful	dissovet	speciality	title	author	supervisor	uploaded	defended	interval
49030454	True	08.22.00	2.4.8	Анализ и совершенствование систем охлаждения микропроцессоров компьютеров	Андреев Александр Иванович	Семенов Александр Евгеньевич	26.05.2025	26.06.2025	31
14076248	True	13.22.00	5.2.3	Развитие экосистем российских вузов на основе внедрения цифровых решений	Изотова Анна Гиевна	Гаврилюк Елена Сергеевна	12.11.2024	13.12.2024	31
741794	True	05.22.00	1.3.6	Применение металл-диэлектрических и металл-полупроводниковых структур в высокоразрешающих рефрактометрах на основе поверхностного и локализованного плазмонного резонанса	Гущин Максим Георгиевич	Вартанян Тигран Арменакович	03.11.2022	05.12.2022	32
1033865	True	09.22.00	4.3.3	Разработка фитокомпозиции для пролонгирования сроков годности кисломолочных напитков	Милюхина Анастасия Константиновна	Сучкова Елена Павловна	15.11.2023	15.12.2023	30
1018527	True	05.22.00	1.3.6	Фотолюминесценция и генерация второй гармоники в кремнии в наносистемах типа металл-полупроводник	Ларин Артем Олегович	Зуев Дмитрий Александрович	13.11.2023	13.12.2023	30
715759	True	04.22.00	2.3.8	Методы построения и декодирования полярных кодов с большими ядрами	Трофимюк Григорий Андреевич	Трифонов Петр Владимирович	07.11.2022	14.12.2022	37
178772	True	08.19.00	01.04.14	Исследование теплообмена при обтекании воздухом труб с кольцевым оребрением методами градиентной теплометрии и термометрии	Греков Михаил Александрович	Митяков Владимир Юрьевич	18.06.2020	02.09.2020	76
465936	True	09.19.00	05.18.07	Биотехнология йогурта для функционального питания в условиях крайнего севера	Лепешкин Артем Ильич	Надточий Людмила Анатольевна	12.11.2021	14.12.2021	32
746658	True	05.22.00	1.3.6	Оптические резонансы в диэлектрических фотонных структурах	Бочек Дарья Владимировна	Лимонов Михаил Феликсович	23.11.2022	23.12.2022	30
227442	True	02.18.00	05.13.17	Метод графового анализа транскриптомных данных для обнаружения метаболической регуляции иммунных клеток	Гайнуллина Анастасия Наильевна	Сергушичев Алексей Александрович	24.11.2020	24.12.2020	30
125446	True	05.19.00	01.04.05	Цифровая голографическая регистрация, обработка и анализ волновых полей в видимом и терагерцовом частотных диапазонах	Петров Николай Владимирович	Козлов Сергей Аркадьевич	25.10.2019	26.12.2019	62
1035109	True	03.22.00	2.3.1	Адаптивные наблюдатели для нелинейных систем на основе процедуры динамического расширения и смешивания	Беспалов Владимир Владимирович	Ведяков Алексей Алексеевич	21.11.2023	21.12.2023	30
740566	True	06.22.00	2.2.6	Разработка оптико-электронной системы визуального отображения изменения физиологического состояния пациентов с хроническим нарушением сознания и передачи данных по беспроводной оптической связи	Вострикова Светлана Андреевна	Смирнова Ирина Геннадьевна	11.11.2022	13.12.2022	32
18759717	True	02.22.00	1.2.2	Методы интерпретации математических моделей нефтегазовой отрасли на основе ретроспективных данных	Воскресенский Антон Георгиевич	Бухановский Александр Валерьевич	26.11.2024	26.12.2024	30
126099	True	10.19.00	05.17.06	Разработка влагоудерживающих композитов на основе минерал-модифицированных акриловых гидрогелей	Носенко Татьяна Николаевна	Успенская Майя Валерьевна	18.11.2019	19.12.2019	31
184590	True	09.19.00	05.18.07	Выделение и идентификация штамма винных дрожжей hanseniaspora opuntiae мк 460485 и исследование его применения в производстве этанола	Кешткар Саид	Мезенова Ольга Яковлевна	21.07.2020	28.08.2020	38
18756503	True	03.22.00	2.3.1	Онлайн оценивание параметров регрессионных моделей c линейно зависимыми элементами	Овчаров Алексей Олегович	Ведяков Алексей Алексеевич	22.11.2024	24.12.2024	32
18758943	True	04.22.00	2.3.4	Метод классификации коротких текстов для решения задач управления в организационных системах	Груздева Анастасия Сергеевна	Бессмертный Игорь Александрович	20.11.2024	24.12.2024	34
1057103	True	05.22.00	1.3.6	Процессы формирования голографическими методами трехмерных объектов периодической и произвольной трехмерной конфигурации и их характеристики	Соколов Павел Павлович	Ворзобова Надежда Дмитриевна	28.02.2024	28.03.2024	29
1033924	True	10.22.00	2.6.11	Получение и исследование желатин-танниновых гидрогелевых материалов медико-биологического назначения	Осетров Константин Олегович	Успенская Майя Валерьевна	20.11.2023	20.12.2023	30
734006	True	05.22.00	1.3.6	Линейные и нелинейные оптические свойства наноструктур ближнего ик диапазона и нанокристаллов перовскита	Скурлов Иван Дмитриевич	Литвин Александр Петрович	03.11.2022	05.12.2022	32
920031	True	14.22.00	2.3.6	Модели и методы использования электронной подписи в доверенных системах хранения данных	Давыдов Вадим Валерьевич	Беззатеев Сергей Валентинович	14.06.2023	14.07.2023	30
1004050	True	05.22.00	1.3.6	Фантомная визуализация с использованием псевдотеплового источника в широкополосном терагерцовом диапазоне	Исмагилов Азат Олфатович	Цыпкин Антон Николаевич	09.10.2023	09.11.2023	31
1014506	True	09.22.00	4.3.3	Модификация физико-химических свойств бета-каротина методами супрамолекулярной химии	Кулишова Ксения Евгеньевна	Рудометова Наталия Викторовна	06.10.2023	07.11.2023	32
49066259	True	09.22.00	2.7.1	Разработка технологии бета-глюкансодержащих экстрактов из грибов pleurotus ostreatus и их применение в пищевых системах	Фриуи Мохамед	Шамцян Марк Маркович	30.05.2025	30.06.2025	31
998657	True	05.22.00	1.3.4	Беспроводная передача энергии на основе новых физических принципов	Капитанова Полина Вячеславовна	Белов Павел Александрович	20.10.2023	21.12.2023	62
1032434	True	14.22.00	2.3.6	Методы и алгоритмы биометрической идентификации пользователя на основе термограммы лица	Белов Никита Игоревич	Коржук Виктория Михайловна	14.11.2023	14.12.2023	30
1017129	True	06.22.00	2.2.2	Исследование ионной миграции в органо-неорганических перовскитах для реализации солнечных элементов и светодиодов	Верхоглядов Григорий Андреевич	Гец Дмитрий Станиславович	23.10.2023	23.11.2023	31
49086476	True	03.22.00	2.3.1	Методы финитного управления и наблюдения для дескрипторных систем на основе развития концепции однородности	Коновалов Дмитрий Евгеньевич	Зименко Константин Александрович	25.07.2025	28.08.2025	34
14074524	True	16.24.00	2.2.14	Применение высокодобротных керамических резонаторов в системах радиочастотной идентификации и микроволновых сенсорах	Юсупов Ильдар	Слобожанюк Алексей Петрович	18.11.2024	18.12.2024	30
10310009	True	08.22.00	2.4.8	Совершенствование способов регулирования объемной  производительности винтового однороторного  компрессора	Цветков Вадим Александрович	Пронин Владимир Александрович	16.10.2024	28.11.2024	43
1015753	True	08.22.00	2.4.8	Совершенствование методики расчета рабочих характеристик спирального компрессора	Кованов Александр Викторович	Пронин Владимир Александрович	17.10.2023	30.11.2023	44
994453	True	08.22.00	2.4.8	Повышение эффективности турбохолодильных машин с центробежными компрессорными ступенями концевого типа	Данилишин Алексей Михайлович	Кожухов Юрий Владимирович	12.09.2023	26.10.2023	44
240065	True	04.19.00	05.13.10	Управление образовательными траекториями в вузе на основе интеллектуального анализа потребностей рынка труда	Болдырева Елена Александровна	Лисицына Любовь Сергеевна	16.11.2020	21.12.2020	35
10320062	True	10.22.00	1.4.7	Жидкокристаллические олигомеры сложной молекулярной архитектуры	Горбачев Станислав Александрович	Зуев Вячеслав Викторович	28.10.2024	28.11.2024	31
454969	True	11.21.00	05.11.14	Исследование и разработка модульного технологического оборудования для единичного и мелкосерийного производства	Крылова Анастасия Андреевна	Афанасьев Максим Яковлевич	16.11.2021	17.12.2021	31
464821	True	10.19.00	02.00.06	Молекулярно-динамическое моделирование линейных и разветвлённых пептидных полиэлектролитов	Безродный Валерий Валерьевич	Неелов Игорь Михайлович	10.11.2021	10.12.2021	30
42093912	True	13.22.00	5.2.3	Управление проектной инновационной деятельностью вузов на основе концепции промышленного симбиоза	Миронова Дарья Юрьевна	Будрин Александр Германович	19.03.2025	22.05.2025	64
49026977		07.22.00	1.3.11	Исследование микродисковых лазеров на основе гетероструктур ingaas/gaas/algaas, гибридно интегрированных с кремниевой подложкой	Драгунова Анна Сергеевна	Крыжановская Наталья Владимировна	19.09.2025	07.11.2025	49
129291	True	02.18.00	05.13.17	Метод комплексной оценки моделей данных для автоматизации машинного обучения без учителя	Баймуратов Ильдар Раисович	Муромцев Дмитрий Ильич	29.11.2019	30.12.2019	31
10317915	True	15.24.00	1.3.6	Динамика фотовозбуждений в композитах на основе люминесцентных углеродных наноточек	Арефина Ирина Александровна	Ушакова Елена Владимировна	08.11.2024	11.12.2024	33
464551	True	11.21.00	05.11.13	Разработка алгоритмического и программно-технического обеспечения первичной обработки сигнала при динамическом индентировании	Егоров Роман Александрович	Федоров Алексей Владимирович	15.11.2021	15.12.2021	30
145027	True	09.19.00	05.18.12	Совершенствование процесса и оборудования для обеспечения высокой стабильности пищевых эмульсий	Распопов Дмитрий Сергеевич	Верболоз Елена Игоревна	03.06.2020	03.07.2020	30
10311644	True	15.24.00	1.3.6	Теоретическое моделирование наноразмерных вертикальных гетероструктур с выраженными спиновыми свойствами	Мельчакова Юлия Антоновна	Аврамов Павел Вениаминович	08.11.2024	11.12.2024	33
510301	True	06.19.00	05.11.07	Исследование многоканальной оптико-электронной системы обеспечения сепарации фруктов сложной формы	Динь Ба Минь	Коротаев Валерий Викторович	21.01.2022	22.02.2022	32
14075722	True	16.24.00	1.3.4	Шумоизоляционные акустические системы на основе метаструктур с резонаторами гельмгольца	Красикова Мария Владимировна	Богданов Андрей Андреевич	20.11.2024	23.12.2024	33
129140	True	06.19.00	05.11.07	Оптико-электронная система с избирательной инвариантностью для контроля прогиба плавучих доков	Хоанг Ань Фыонг	Горбачёв Алексей Александрович	16.11.2019	17.12.2019	31
14074780	True	06.22.00	2.2.6	Беспроводные оптические системы передачи данных на основе многокристальных светодиодов видимого спектрального диапазона и инфракрасных лазеров с распределенной обратной связью	Ширяев Даниил Сергеевич	Колодезный Евгений Сергеевич	15.11.2024	19.12.2024	34
42116627	True	07.22.00	1.3.11	Исследование нелинейных оптических свойств кремниевых микроструктур и наноструктур: генерация второй и третьей гармоник	Масталиева Виктория Анатольевна	Неплох Владимир Владимирович	29.04.2025	30.05.2025	31
125375	True	05.19.00	01.04.05	Наноразмерные структуры для усиления генерации, детектирования и модуляции терагерцового излучения	Городецкий Андрей Александрович	Командин Геннадий Анатольевич	23.10.2019	24.12.2019	62
749981	True	03.22.00	2.3.1	Адаптивные наблюдатели состояния электромеханических систем на основе новых нелинейных моделей трения	Петраневский Игорь Владимирович	Пыркин Антон Александрович	22.11.2022	22.12.2022	30
737848	True	06.22.00	2.2.4	Повышение точностных и эксплуатационных характеристик волоконно-оптического гироскопа с помощью управления и радиочастотной модуляции оптического излучения	Востриков Евгений Владимирович	Алейник Артем Сергеевич	16.11.2022	16.12.2022	30
752822	True	02.22.00	1.2.1	Извлечение и применение знаний из специальных данных для повышения качества прогнозных моделей в задачах поддержки принятия экспертных решений	Деревицкий Илья Владиславович	Ковальчук Сергей Валерьевич	25.11.2022	26.12.2022	31
10320831	True	15.24.00	1.3.6	Оптический нагрев золотых наночастиц для фототермической терапии и светоопосредованного высвобождения лекарственных препаратов	Пельтек Алексей	Зюзин Михаил Валерьевич	18.11.2024	18.12.2024	30
230500	True	05.19.00	01.04.05	Фотохимически индуцированный круговой дихроизм полупроводниковых нанокристаллов	Сафин Фаррух Марсович	Маслов Владимир Григорьевич	03.11.2020	07.12.2020	34
475681	True	08.19.00	05.04.03	Обоснование использования парокомпрессионного теплового насоса в различных климатических условиях	Рачковский Никита Олегович	Никитин Андрей Алексеевич	23.11.2021	23.12.2021	30
996391	True	06.22.00	2.2.6	Разработка бинокулярных оптических систем виртуальной реальности с уменьшенным рассогласованием конвергенции и аккомодации с использованием дифракционных и рефракционных элементов	Нгуен Нгок Шон	Романова Галина Эдуардовна	05.09.2023	05.10.2023	30
231225	True	09.19.00	05.18.07	Биотехнология национального кисломолочного напитка на основе верблюжьего молока	Оразов Аян	Надточий Людмила Анатольевна	16.11.2020	17.12.2020	31
804161	True	08.22.00	2.4.8	Комплексный анализ и оценка эффективности тепловых насосов для одновременного получения теплоты и холода	Дроздов Михаил Михайлович	Галимова Лариса Васильевна	27.03.2023	18.05.2023	52
10319734	True	06.22.00	2.2.6	Методы синтеза оптических систем для задач проточного анализа в промышленных комплексах мониторинга нефтепродуктов	Бобе Александра Сергеевна	Вознесенская Анна Олеговна	11.11.2024	12.12.2024	31
734424	True	05.22.00	1.3.6	Диэлектрические резонансные структуры для управления люминесцентными свойствами азотно-вакансионных центров в алмазе и ионов эрбия в кремниевой матрице	Ярошенко Виталий Витальевич	Зуев Дмитрий Александрович	07.11.2022	07.12.2022	30
839327	True	11.22.00	2.2.8	Исследование и разработка методов обработки сигналов акустической эмиссии	Алтай Ельдос	Федоров Алексей Владимирович	24.03.2023	26.04.2023	33
996063	True	06.22.00	2.2.6	Разработка метода автоматизированного синтеза двух- и трехлинзовых объективов	Нгуен Зуи Хынг	Бахолдин Алексей Валентинович	05.09.2023	05.10.2023	30
369455	True	03.19.00	05.13.01	Развитие эллипсоидных методов одновременного подавления внешних возмущений и помех измерения	Перегудин Алексей Алексеевич	Фуртат Игорь Борисович	28.05.2021	30.06.2021	33
42140764	True	08.22.00	2.4.8	Анализ эффективности и оптимизация систем утилизации теплоты вытяжного воздуха	Никитина Вероника Александровна	Сулин Александр Борисович	26.05.2025	26.06.2025	31
10309346	True	09.22.00	4.3.3	Биомодификация свойств мяса страуса и его применение в технологии функциональных продуктов питания	Рогозина Елена Андреевна	Бараненко Денис Александрович	27.09.2024	29.10.2024	32
1025853	True	06.22.00	2.2.2	Nd:ylf лазер с длиной волны 1047 нм для диагностики плазмы методом томсоновского рассеяния	Макаров Артем Михайлович	Викторов Евгений Анатольевич	07.11.2023	07.12.2023	30
33878628	True	15.24.00	1.3.6	Оптика экситонов в объемных галогенидных перовскитах	Капитонов Юрий Владимирович	Миличко Валентин Андреевич	14.03.2025	14.05.2025	61
752228	True	02.22.00	1.2.1	Предсказательное моделирование процессов в комплексных сетях посредством методов машинного обучения на основе неполных данных	Шиков Егор Николаевич	Бухановский Александр Валерьевич	25.11.2022	26.12.2022	31
722629	True	07.22.00	1.3.8	Планарные и наноразмерные эпитаксиальные гетероструктуры ga(n,p) на кремнии и сапфире: структурные и оптические свойства	Коваль Ольга Юрьевна	Федоров Владимир Викторович	28.10.2022	30.11.2022	33
752010	True	03.22.00	2.3.1	Адаптивное управление по выходу с компенсацией возмущающих воздействий, имеющих нелинейную параметрически неопределенную динамику	Мешков Алексей Викторович	Громов Владислав Сергеевич	22.11.2022	23.12.2022	31
1166898	True	08.22.00	2.4.8	Развитие систем охлаждения на базе абсорбционных бромистолитиевых холодильных машин на возобновляемых источниках энергии	Аль Фурайджи Муштак Аббас Ораиби	Бараненко Александр Владимирович	23.05.2024	27.06.2024	35
913803	True	09.22.00	4.3.3	Совершенствование процесса и оборудования дистилляции мисцеллы растительного масла	Федоров Алексей Александрович	Новоселов Александр Геннадьевич	26.05.2023	30.06.2023	35
1019084	True	08.22.00	1.3.14	"Тепловой режим источника ультрахолодных нейтронов для реактора ""пик"""	Коптюхов Артём Олегович	Пилипенко Николай Васильевич	17.10.2023	30.11.2023	44
735241	True	05.22.00	1.3.6	Оптические свойства j-агрегатов цианиновых красителей, сформированных на наноструктурированных поверхностях	Набиуллина Резида Даниловна	Старовойтов Антон Андреевич	03.11.2022	05.12.2022	32
14075067	True	09.22.00	4.3.3	Совершенствование технологии рыбных полуфабрикатов с использованием вторичного сырья повышенной пищевой ценности	Данилюк Мария Александровна	Ишевский Александр Леонидович	13.11.2024	13.12.2024	30
746873	True	07.22.00	1.3.19	Эффекты лазерного усиления в неупорядоченных двухмерных массивах микрорезонаторов	Баженов Андрей Юрьевич	Алоджанц Александр Павлович	21.11.2022	21.12.2022	30
459872	True	05.19.00	1.3.6	Спектрально-люминесцентные свойства ромбических и моноклинных кристаллов вольфраматов и молибдатов, активированных ионами европия, тербия, тулия и иттербия	Волокитина Анна Андреевна	Баранов Александр Васильевич	19.11.2021	20.12.2021	31
229484	True	02.18.00	05.13.17	Методы генерации детерминированных конечных автоматов с использованием сокращения пространства поиска при решении задачи выполнимости	Закирзянов Илья Тимурович	Ульянцев Владимир Игоревич	16.11.2020	16.12.2020	30
355585	True	03.19.00	05.13.01	Адаптивное управление по выходу линейными нестационарными системами	Во Куок Дат	Бобцов Алексей Алексеевич	07.05.2021	10.06.2021	34
37359425	True	13.22.00	5.2.3	Совершенствование оценивания оборотоспособной интеллектуальной составляющей инноваций российских наукоемких организаций	Кириллов Николай Николаевич	Николаев Андрей Сергеевич	17.03.2025	17.04.2025	31
222705	True	03.19.00	05.13.01	Комплекс алгоритмов обработки  полетных данных летательного аппарата в системе информационной поддержки экипажа	Маркелов Владимир Владимирович	Жаринов Игорь Олегович	03.11.2020	03.12.2020	30
716041	True	12.22.00	1.4.4	Синтез и физико-химические свойства наночастиц оксида тантала и водных дисперсий на их основе	Кошевая Екатерина Дмитриевна	Кривошапкин Павел Васильевич	27.09.2022	08.11.2022	42
237158	True	06.19.00	05.11.07	Лазерная запись волноводов в пористом стекле для сенсорных применений	Чжун Лицзин	Вейко Вадим Павлович	06.11.2020	08.12.2020	32
461692	True	08.19.00	05.04.03	Повышение эффективности систем кондиционирования воздуха на основе аккумулирования низкотемпературной энергии.	Кузнецов Павел Александрович	Бараненко Александр Владимирович	22.11.2021	23.12.2021	31
133442	True	08.19.00	05.04.03	Совершенствование конструкций и методов расчета  поршневых детандеров	Сназин Александр Андреевич	Прилуцкий Игорь Кирович	17.01.2020	19.02.2020	33
282062	True	02.18.00	05.13.19	Модель и методика обнаружения низкоинтенсивных распределенных атак типа «отказ в обслуживании» в информационно-телекоммуникационных системах	Тарасов Ярослав Викторович	Басов Олег Олегович	05.03.2021	05.04.2021	31
775166	True	05.22.00	1.3.4	Генеративные нейросетевые структуры для оптимизации каналов связи и определения оптимального зондирующего воздействия на физические системы	Невзоров Алексей Алексеевич	Игнатьев Вячеслав Константинович	04.05.2023	07.06.2023	34
468453	True	05.19.00	1.3.6	Топологические состояния высокого порядка и квантово-запутанные состояния фотонных пар в резонансных наноструктурах	Олехно Никита Андреевич	Горлач Максим Александрович	15.11.2021	16.12.2021	31
225860	True	02.18.00	05.13.17	Контекстно-зависимое распознавание эмоций на основе многомодальных данных	Федотов Дмитрий Валерьевич	Карпов Алексей Анатольевич	16.11.2020	17.12.2020	31
1035784	True	04.22.00	2.3.8	Математическое обеспечение визуального распознавания русской речи в ассистивных транспортных системах	Аксёнов Александр	Карпов Алексей Анатольевич	22.11.2023	22.12.2023	30
368887	True	05.19.00	01.04.05	Когерентное детектирование в квантовых информационных системах на основе многомодового фазомодулированного излучения	Самсонов Эдуард Олегович	Егоров Владимир Ильич	02.06.2021	02.07.2021	30
10320321	True	07.22.00	1.3.8	Масштабируемые методы нанесения пленок из композитов на основе нанокристаллов cspbbr3 с высокоэффективной фотолюминесценцией	Полушкин Артём Сергеевич	Макаров Сергей Владимирович	12.11.2024	13.12.2024	31
125761	True	07.19.00	05.27.03	Пикосекундный nd:yag лазер для лунного лазерного дальномера	Балмашнов Роман Владимирович	Викторов Евгений Анатольевич	22.11.2019	25.12.2019	33
14077535	True	14.22.00	2.3.6	Модели, алгоритмы и методология обнаружения атак и аномалий с использованием методов искусственного интеллекта для повышения кибербезопасности контейнерной инфраструктуры	Аль-Магсуси Алаа Абдулхуссейн Далех	Чечулин Андрей Алексеевич	28.12.2024	11.02.2025	45
244653	True	06.19.00	05.11.07	Аналоговые радиофотонные компоненты с цепями согласования импедансов для использования в системах передачи данных	Козырева Ольга Андреевна	Бугров Владислав Евгеньевич	25.11.2020	25.12.2020	30
465723	True	09.19.00	05.18.07	Разработка съедобного гелевого покрытия с антимикробными свойствами на полисахаридно-белковой основе для пищевых продуктов	Яккола Анастасия Николаевна	Куприна Елена Эдуардовна	17.11.2021	17.12.2021	30
1035064	True	09.22.00	4.3.3	Совершенствование машинно-аппаратурной схемы производства пива на базе малых предприятий	Малахов Юрий Леонидович	Новоселов Александр Геннадьевич	17.11.2023	19.12.2023	32
740472	True	12.22.00	1.4.4	Гибридные системы на основе полисахаридов и магнетита, золота или меди: физико-химические свойства, коллоидная стабильность и применения	Трэйси Шантал Талена	Кривошапкина Елена Федоровна	14.11.2022	16.12.2022	32
361489	True	05.19.00	01.04.05	Управление ближним электромагнитным полем в резонансных наноструктурах золото-кремний	Сунь Яли	Зуев Дмитрий Александрович	28.05.2021	30.06.2021	33
953300	True	05.22.00	1.3.6	Спектрально-люминесцентные, лазерные и голографические свойства хлоридных и бромидных фото-термо-рефрактивных стекол, активированных редкоземельными ионами	Нассер Халдун	Никоноров Николай Валентинович	27.07.2023	30.08.2023	34
126150	True	05.19.00	01.04.05	Различение фазомодулированных квантовых состояний в коммуникациях по оптическому каналу	Гайдаш Андрей Алексеевич	Мирошниченко Георгий Петрович	15.11.2019	16.12.2019	31
6204025	True	15.24.00	1.3.6	Термочувствительные гибридные наноструктуры на основе резонансных золотых наночастиц для задач оптического измерения температуры и модуляции интенсивности сигнала второй гармоники	Герасимова Елена Николаевна	Зюзин Михаил Валерьевич	30.09.2024	30.10.2024	30
603828	True	05.19.00	1.3.6	Моделирование и исследование свойств фотонно-кристаллических световодов для среднего и дальнего инфракрасного диапазона	Южакова Анастасия Алексеевна	Жукова Лия Васильевна	25.05.2022	28.06.2022	34
715522	True	05.22.00	1.3.6	Передача импульса и углового момента поля субволновым рассеивателям в опто- и акустомеханике	Тофтул Иван Дмитриевич	Петров Михаил Игоревич	04.10.2022	07.11.2022	34
1029272	True	09.22.00	4.3.3	Совершенствование процесса модифицирования картофельного крахмала с применением принципов системного подхода	Леу Анна Геннадьевна	Алексеев Геннадий Валентинович	17.11.2023	19.12.2023	32
743695	True	03.22.00	2.3.1	Алгоритмы адаптивного реактивного и проактивного гибридного управления манипуляционными роботами	Артемов Кирилл	Колюбин Сергей Алексеевич	18.11.2022	20.12.2022	32
1014582	True	06.22.00	2.2.6	Разработка оптической системы некогерентного перестраиваемого источника воспроизведения цвета с применением акустооптической фильтрации	Беляева Алина Сергеевна	Романова Галина Эдуардовна	02.10.2023	02.11.2023	31
1111243	True	09.22.00	4.3.3	Научные и практические аспекты гелеобразования концентрата творожной сыворотки, полученного нанофильтрацией, при создании продукта для питания спортсменов	Матвеева Наталия Олеговна	Новокшанова Алла Львовна	21.02.2024	21.03.2024	29
1179871	True	03.22.00	2.3.1	Метод оценивания вектора переменных состояния для класса нелинейных нестационарных систем в условиях неопределенностей	Буй Ван Хуан	Маргун Алексей Анатольевич	03.06.2024	03.07.2024	30
128632	True	03.19.00	05.02.05	Разработка адаптивных манипуляционных и энергоэффективных локомоционных роботов	Борисов Иван Игоревич	Колюбин Сергей Алексеевич	26.11.2019	27.12.2019	31
1011163	True	07.22.00	1.3.8	Свинцово-галогенидные перовскитные нанокристаллы и композиты на их основе с повышенной устойчивостью к воде и воздуху	Тальянов Павел Максимович	Зюзин Михаил Валерьевич	27.10.2023	29.11.2023	33
464709	True	05.19.00	1.3.6	Светоиндуцированные структурные изменения металл-органических каркасов, не содержащих фотохромных фрагментов	Кулаченков Никита Константинович	Миличко Валентин Андреевич	17.12.2021	18.01.2022	32
56157	True	02.18.00	05.13.17	Методы информационного моделирования, анализа и прогнозирования процессов организации кардиологической помощи в стационаре	Абухай Тесфамариам Мулюгета	Бухановский Александр Валерьевич	27.11.2018	27.12.2018	30
1025530	True	08.22.00	2.4.8	Энергосберегающие решения для создания холодильных машин с применением диоксида углерода	Хрёкин Антон Сергеевич	Баранов Игорь Владимирович	13.11.2023	14.12.2023	31
42145749	True	08.22.00	1.3.14	Теплофизические свойства твердых растворов mg2si-mg2sn с нановключениями	Асач Алексей Владимирович	Новотельнова Анна Владимировна	23.05.2025	24.06.2025	32
821833	True	02.22.00	1.2.1	Применение машинного обучения на основе типа личности пользователя для задач профилирования пользователей социальных сетей и рекомендации контента	Ян Ци	Фарсеев Александр Игоревич	10.04.2023	15.05.2023	35
742172	True	03.22.00	2.3.1	Улучшение параметрической сходимости в задачах адаптивного управления нелинейными системами при нарушении условий согласования	Пашенко Артем Витальевич	Герасимов Дмитрий Николаевич	08.11.2022	08.12.2022	30
177105	True	05.19.00	01.04.05	Оптические свойства слабопоглощающих наночастиц с высоким показателем преломления, обусловленные тороидальными мультипольными моментами	Гурвиц Егор Андреевич	Шалин Александр Сергеевич	01.06.2020	02.07.2020	31
10318490	True	12.22.00	1.4.4	Физико-химические основы синтеза программируемых композитных актуаторов и исследование их поведения в переменном магнитном поле	Кладько Даниил Валериевич	Виноградов Владимир Валентинович	06.11.2024	06.12.2024	30
240064	True	04.19.00	05.13.11	Методы и средства эквивалентного преобразования программ на основе переносимой среды выполнения	Логинов Иван Павлович	Дергачев Андрей Михайлович	20.11.2020	21.12.2020	31
7532201	True	08.22.00	2.4.8	Обоснование методов проектирования систем хранения спг при транспортировке речным транспортом	Иванов Лев Владимирович	Баранов Александр Юрьевич	25.09.2024	31.10.2024	36
454629	True	06.19.00	05.11.07	Оптико-электронная система контроля положения железнодорожного пути при его выправке	Фам Нгок Туан	Коротаев Валерий Викторович	01.10.2021	02.11.2021	32
712969	True	07.22.00	1.3.11	Физические основы создания активных областей вертикально-излучающих быстродействующих лазеров телекоммуникационного диапазона длин волн 1300-1550 нм методом молекулярно-пучковой эпитаксии	Рочас Станислав Станиславович	Егоров Антон Юрьевич	28.09.2022	28.10.2022	30
827671	True	04.22.00	2.3.8	Методы контекстуальной генерации изображений в высоком разрешении в условиях ограниченности вычислительных мощностей и недостатка обучающих данных	Ефимова Валерия Александровна	Фильченков Андрей Александрович	25.04.2023	22.06.2023	58
10316426	True	04.22.00	2.3.8	Методы мягкого декодирования линейных блоковых кодов	Каракчиева Людмила Валерьевна	Трифонов Петр Владимирович	18.11.2024	18.12.2024	30
1037229	True	04.22.00	2.3.8	Многозначная классификация и распознавание именованных сущностей на основе переноса обучения по зашумленным меткам для малоресурсных языков	Шахин Зейн	Муромцев Дмитрий Ильич	22.11.2023	22.12.2023	30
